speaker_id,speaker_id_raw,l1_status,gender,sent_id,sentence_text,repetition,word,onset,offset,duration_ms,wav_path,sentence_index
ab,AB,ru,f,FRCORP1,Dis j'en chie trois fois,1,dis,1.1,1.57,470.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp1.wav,1
ab,AB,ru,f,FRCORP1,Dis j'en chie trois fois,1,j'enchie,1.62,2.5,880.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp1.wav,1
ab,AB,ru,f,FRCORP1,Dis j'en chie trois fois,1,trois,2.55,2.97,420.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp1.wav,1
ab,AB,ru,f,FRCORP1,Dis j'en chie trois fois,1,fois,2.97,3.39,420.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp1.wav,1
ab,AB,ru,f,FRCORP10,Dis juxtaposer trois fois,1,dis,0.67,1.14,470.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp10.wav,2
ab,AB,ru,f,FRCORP10,Dis juxtaposer trois fois,1,juxtaposer,1.36695,2.44606,1079.11,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp10.wav,2
ab,AB,ru,f,FRCORP10,Dis juxtaposer trois fois,1,trois,2.83,3.14,310.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp10.wav,2
ab,AB,ru,f,FRCORP10,Dis juxtaposer trois fois,1,fois,3.14,3.55,410.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp10.wav,2
ab,AB,ru,f,FRCORP11,Dis pas ceux trois fois,1,dis,0.83,1.22,390.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp11.wav,3
ab,AB,ru,f,FRCORP11,Dis pas ceux trois fois,1,pasceux,1.50438,2.14057,636.19,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp11.wav,3
ab,AB,ru,f,FRCORP11,Dis pas ceux trois fois,1,trois,2.51,2.83,320.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp11.wav,3
ab,AB,ru,f,FRCORP11,Dis pas ceux trois fois,1,fois,2.83,3.23,400.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp11.wav,3
ab,AB,ru,f,FRCORP12,Dis garage trois fois,1,dis,0.65,1.01,360.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp12.wav,4
ab,AB,ru,f,FRCORP12,Dis garage trois fois,1,garage,1.08199,1.77043,688.44,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp12.wav,4
ab,AB,ru,f,FRCORP12,Dis garage trois fois,1,trois,2.04,2.36,320.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp12.wav,4
ab,AB,ru,f,FRCORP12,Dis garage trois fois,1,fois,2.36,2.76,400.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp12.wav,4
ab,AB,ru,f,FRCORP13,Dis tsarine trois fois,1,dis,0.67,1.05,380.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp13.wav,5
ab,AB,ru,f,FRCORP13,Dis tsarine trois fois,1,tsarine,1.13137,1.73,598.63,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp13.wav,5
ab,AB,ru,f,FRCORP13,Dis tsarine trois fois,1,trois,2.06,2.39,330.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp13.wav,5
ab,AB,ru,f,FRCORP13,Dis tsarine trois fois,1,fois,2.39,2.77,380.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp13.wav,5
ab,AB,ru,f,FRCORP14,Dis cache-cache trois fois,1,dis,0.58,0.93,350.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp14.wav,6
ab,AB,ru,f,FRCORP14,Dis cache-cache trois fois,1,cachecache,1.04,1.89189,851.89,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp14.wav,6
ab,AB,ru,f,FRCORP14,Dis cache-cache trois fois,1,trois,2.24,2.54,300.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp14.wav,6
ab,AB,ru,f,FRCORP14,Dis cache-cache trois fois,1,fois,2.54,2.94,400.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp14.wav,6
ab,AB,ru,f,FRCORP15,Dis tsarine trois fois,2,dis,0.61,0.97,360.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp15.wav,7
ab,AB,ru,f,FRCORP15,Dis tsarine trois fois,2,tsarine,1.0841,1.66684,582.74,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp15.wav,7
ab,AB,ru,f,FRCORP15,Dis tsarine trois fois,2,trois,2.03,2.36,330.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp15.wav,7
ab,AB,ru,f,FRCORP15,Dis tsarine trois fois,2,fois,2.36,2.76,400.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp15.wav,7
ab,AB,ru,f,FRCORP16,Dis tulle trois fois,1,dis,0.66,1.06,400.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp16.wav,8
ab,AB,ru,f,FRCORP16,Dis tulle trois fois,1,tulle,1.23149,1.58068,349.19,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp16.wav,8
ab,AB,ru,f,FRCORP16,Dis tulle trois fois,1,trois,1.87,2.19,320.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp16.wav,8
ab,AB,ru,f,FRCORP16,Dis tulle trois fois,1,fois,2.19,2.59,400.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp16.wav,8
ab,AB,ru,f,FRCORP17,Dis louche trois fois,1,dis,0.69,1.07,380.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp17.wav,9
ab,AB,ru,f,FRCORP17,Dis louche trois fois,1,louche,1.24882,1.73,481.18,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp17.wav,9
ab,AB,ru,f,FRCORP17,Dis louche trois fois,1,trois,1.98,2.29,310.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp17.wav,9
ab,AB,ru,f,FRCORP17,Dis louche trois fois,1,fois,2.29,2.71,420.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp17.wav,9
ab,AB,ru,f,FRCORP18,Dis j'en chie trois fois,2,dis,0.57,0.96,390.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp18.wav,10
ab,AB,ru,f,FRCORP18,Dis j'en chie trois fois,2,j'enchie,1.12696,1.87204,745.08,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp18.wav,10
ab,AB,ru,f,FRCORP18,Dis j'en chie trois fois,2,trois,2.09,2.41,320.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp18.wav,10
ab,AB,ru,f,FRCORP18,Dis j'en chie trois fois,2,fois,2.41,2.8,390.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp18.wav,10
ab,AB,ru,f,FRCORP19,Dis pas ceux trois fois,2,dis,0.71,1.08,370.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp19.wav,11
ab,AB,ru,f,FRCORP19,Dis pas ceux trois fois,2,pasceux,1.23,1.84689,616.89,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp19.wav,11
ab,AB,ru,f,FRCORP19,Dis pas ceux trois fois,2,trois,2.09,2.39,300.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp19.wav,11
ab,AB,ru,f,FRCORP19,Dis pas ceux trois fois,2,fois,2.39,2.83,440.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp19.wav,11
ab,AB,ru,f,FRCORP2,Dis sérieux trois fois,1,dis,0.84,1.27,430.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp2.wav,12
ab,AB,ru,f,FRCORP2,Dis sérieux trois fois,1,sérieux,1.45661,2.20007,743.46,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp2.wav,12
ab,AB,ru,f,FRCORP2,Dis sérieux trois fois,1,trois,2.4,2.75,350.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp2.wav,12
ab,AB,ru,f,FRCORP2,Dis sérieux trois fois,1,fois,2.75,3.17,420.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp2.wav,12
ab,AB,ru,f,FRCORP20,Dis divan trois fois,1,dis,0.6297,1.06,430.3,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp20.wav,13
ab,AB,ru,f,FRCORP20,Dis divan trois fois,1,divan,1.13855,1.6821,543.55,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp20.wav,13
ab,AB,ru,f,FRCORP20,Dis divan trois fois,1,trois,2.16,2.47,310.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp20.wav,13
ab,AB,ru,f,FRCORP20,Dis divan trois fois,1,fois,2.47,2.93,460.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp20.wav,13
ab,AB,ru,f,FRCORP21,Dis hier trois fois,1,dis,0.65,1.01,360.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp21.wav,14
ab,AB,ru,f,FRCORP21,Dis hier trois fois,1,hier,1.09787,1.59,492.13,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp21.wav,14
ab,AB,ru,f,FRCORP21,Dis hier trois fois,1,trois,1.73,2.05,320.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp21.wav,14
ab,AB,ru,f,FRCORP21,Dis hier trois fois,1,fois,2.05,2.45,400.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp21.wav,14
ab,AB,ru,f,FRCORP22,Dis pour Gabriel trois fois,1,dis,0.64,1.03,390.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp22.wav,15
ab,AB,ru,f,FRCORP22,Dis pour Gabriel trois fois,1,pourgabriel,1.19,2.15,960.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp22.wav,15
ab,AB,ru,f,FRCORP22,Dis pour Gabriel trois fois,1,trois,2.36,2.67,310.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp22.wav,15
ab,AB,ru,f,FRCORP22,Dis pour Gabriel trois fois,1,fois,2.67,3.06,390.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp22.wav,15
ab,AB,ru,f,FRCORP23,Dis sérieux trois fois,2,dis,0.72,1.1,380.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp23.wav,16
ab,AB,ru,f,FRCORP23,Dis sérieux trois fois,2,sérieux,1.2042,1.86001,655.81,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp23.wav,16
ab,AB,ru,f,FRCORP23,Dis sérieux trois fois,2,trois,2.17,2.45,280.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp23.wav,16
ab,AB,ru,f,FRCORP23,Dis sérieux trois fois,2,fois,2.45,2.85,400.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp23.wav,16
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,la,0.73,0.99,260.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,roue,0.99,1.29,300.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,sur,1.5,1.86,360.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,la,1.86,2.18,320.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,rue,2.18,2.5,320.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,roule,2.76633,3.11,343.67,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,la,3.84,4.16,320.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,rue,4.23,4.69,460.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,sous,4.77,5.06913,299.13,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,la,5.06913,5.43,360.87,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,roue,5.69,5.99,300.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP24,la roue sur la rue roule ; la rue sous la roue reste,1,reste,6.31,6.78,470.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp24.wav,17
ab,AB,ru,f,FRCORP25,Dis pas ceux trois fois,3,dis,0.91,1.06,150.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp25.wav,18
ab,AB,ru,f,FRCORP25,Dis pas ceux trois fois,3,pasceux,1.27163,1.89217,620.54,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp25.wav,18
ab,AB,ru,f,FRCORP25,Dis pas ceux trois fois,3,trois,2.09,2.43,340.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp25.wav,18
ab,AB,ru,f,FRCORP25,Dis pas ceux trois fois,3,fois,2.43,2.84,410.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp25.wav,18
ab,AB,ru,f,FRCORP26,Dis cache-cache trois fois,2,dis,0.6341,1.04,405.9,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp26.wav,19
ab,AB,ru,f,FRCORP26,Dis cache-cache trois fois,2,cachecache,1.15923,1.96423,805.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp26.wav,19
ab,AB,ru,f,FRCORP26,Dis cache-cache trois fois,2,trois,2.32,2.62,300.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp26.wav,19
ab,AB,ru,f,FRCORP26,Dis cache-cache trois fois,2,fois,2.62,3.03,410.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp26.wav,19
ab,AB,ru,f,FRCORP27,Dis louche trois fois,2,dis,0.59668,1.01,413.32,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp27.wav,20
ab,AB,ru,f,FRCORP27,Dis louche trois fois,2,louche,1.12065,1.57557,454.92,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp27.wav,20
ab,AB,ru,f,FRCORP27,Dis louche trois fois,2,trois,1.88,2.2,320.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp27.wav,20
ab,AB,ru,f,FRCORP27,Dis louche trois fois,2,fois,2.2,2.59,390.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp27.wav,20
ab,AB,ru,f,FRCORP28,Dis j'en chie trois fois,3,dis,0.54857,0.91,361.43,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp28.wav,21
ab,AB,ru,f,FRCORP28,Dis j'en chie trois fois,3,j'enchie,1.03,1.76122,731.22,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp28.wav,21
ab,AB,ru,f,FRCORP28,Dis j'en chie trois fois,3,trois,1.98,2.30935,329.35,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp28.wav,21
ab,AB,ru,f,FRCORP28,Dis j'en chie trois fois,3,fois,2.30935,2.71,400.65,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp28.wav,21
ab,AB,ru,f,FRCORP29,Dis divan trois fois,2,dis,0.54,0.91,370.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp29.wav,22
ab,AB,ru,f,FRCORP29,Dis divan trois fois,2,divan,0.97706,1.52,542.94,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp29.wav,22
ab,AB,ru,f,FRCORP29,Dis divan trois fois,2,trois,1.91,2.26,350.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp29.wav,22
ab,AB,ru,f,FRCORP29,Dis divan trois fois,2,fois,2.26,2.65,390.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp29.wav,22
ab,AB,ru,f,FRCORP3,Dis cache-cache trois fois,3,dis,0.77224,1.22,447.76,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp3.wav,23
ab,AB,ru,f,FRCORP3,Dis cache-cache trois fois,3,cachecache,1.42,2.39,970.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp3.wav,23
ab,AB,ru,f,FRCORP3,Dis cache-cache trois fois,3,trois,2.74,3.11994,379.94,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp3.wav,23
ab,AB,ru,f,FRCORP3,Dis cache-cache trois fois,3,fois,3.11994,3.53,410.06,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp3.wav,23
ab,AB,ru,f,FRCORP30,Dis hier trois fois,2,dis,0.55532,0.96,404.68,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp30.wav,24
ab,AB,ru,f,FRCORP30,Dis hier trois fois,2,hier,1.06,1.51997,459.97,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp30.wav,24
ab,AB,ru,f,FRCORP30,Dis hier trois fois,2,trois,1.72,2.05,330.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp30.wav,24
ab,AB,ru,f,FRCORP30,Dis hier trois fois,2,fois,2.05,2.47,420.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp30.wav,24
ab,AB,ru,f,FRCORP31,Dis sérieux trois fois,3,dis,0.68,1.08,400.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp31.wav,25
ab,AB,ru,f,FRCORP31,Dis sérieux trois fois,3,sérieux,1.15,1.82,670.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp31.wav,25
ab,AB,ru,f,FRCORP31,Dis sérieux trois fois,3,trois,2.09,2.4,310.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp31.wav,25
ab,AB,ru,f,FRCORP31,Dis sérieux trois fois,3,fois,2.4,2.81,410.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp31.wav,25
ab,AB,ru,f,FRCORP32,Dis tsarine trois fois,3,dis,0.58,0.94,360.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp32.wav,26
ab,AB,ru,f,FRCORP32,Dis tsarine trois fois,3,tsarine,1.01439,1.61,595.61,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp32.wav,26
ab,AB,ru,f,FRCORP32,Dis tsarine trois fois,3,trois,1.89,2.21,320.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp32.wav,26
ab,AB,ru,f,FRCORP32,Dis tsarine trois fois,3,fois,2.21,2.62,410.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp32.wav,26
ab,AB,ru,f,FRCORP33,Dis pour Gabriel trois fois,2,dis,0.61355,0.99,376.45,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp33.wav,27
ab,AB,ru,f,FRCORP33,Dis pour Gabriel trois fois,2,pourgabriel,1.11,2.07,960.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp33.wav,27
ab,AB,ru,f,FRCORP33,Dis pour Gabriel trois fois,2,trois,2.29,2.64,350.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp33.wav,27
ab,AB,ru,f,FRCORP33,Dis pour Gabriel trois fois,2,fois,2.64,3.08,440.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp33.wav,27
ab,AB,ru,f,FRCORP34,Dis tulle trois fois,2,dis,0.55569,0.94,384.31,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp34.wav,28
ab,AB,ru,f,FRCORP34,Dis tulle trois fois,2,tulle,1.12,1.49,370.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp34.wav,28
ab,AB,ru,f,FRCORP34,Dis tulle trois fois,2,trois,1.78,2.13,350.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp34.wav,28
ab,AB,ru,f,FRCORP34,Dis tulle trois fois,2,fois,2.13,2.56,430.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp34.wav,28
ab,AB,ru,f,FRCORP35,Dis garage trois fois,2,dis,0.50484,0.82,315.16,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp35.wav,29
ab,AB,ru,f,FRCORP35,Dis garage trois fois,2,garage,0.85,1.55,700.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp35.wav,29
ab,AB,ru,f,FRCORP35,Dis garage trois fois,2,trois,1.76,2.09,330.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp35.wav,29
ab,AB,ru,f,FRCORP35,Dis garage trois fois,2,fois,2.09,2.52,430.0,data\raw\ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AB\ab_rus_list1_FRcorp35.wav,29
